,FEATURE REQUEST,DuplicatedCode,LargeClass,LongMethod,ExtractInterface,ExtractMethod,ExtractSuperclass,InlineMethod,MoveAndRenameClass,MoveAttribute,MoveClass,MoveMethod,PullUpAttribute,PullUpMethod,PushDownAttribute,PushDownMethod,RenameClass,RenameMethod
70,optimization  data  loading  skewed  data  one  case  carbondata  load  skewed  data  file  size  data  file  range  1kb  5gb  current  implementation  carbondata  distribute  file  blockssplits  among  node  maximum  data  locality  data  evenly  distributed  call  blocknodeassignment  short  however  current  implementation  problem  assignment  block  number  based  goal  make  sure  node  deal  amount  number  block  skewed  data  scenario  described  block  small  file  block  big  file  different  size  1kb  v  64mb  result  difference  total  data  size  assigned  data  node  large  order  solve  problem  size  block  considered  blocknodeassignment  one  node  deal  block  another  long  total  size  block  almost,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
71,skip  writing  final  data  file  local  disk  save  disk  io  data  loading  currently  data  loading  carbondata  write  final  data  file  local  disk  copy  hdfs  saving  disk  io  carbondata  skip  procedure  directly  write  file  hdfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72,store  carbondata  location  datamap  make  datamap  retrieval  faster  store  carbondata  location  datamap  make  datamap  retrieval  faster,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73,add  compaction  listener,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,refactored  code  segregated  process  meta  process  data  load  command  h1  refactored  code  segregated  process  meta  process  data  load  compaction  command  class,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,enhance  data  loading  performance  specifying  range  bound  sort  column  currently  carbondata  data  loading  using  nodesort  also  known  localsort  following  procedure  convert  input  data  batch  convert  sort  batch  write  sort  temp  file  tempsort  combine  sort  temp  file  merge  sort  get  bigger  ordered  sort  temp  file  mergesort  combine  sort  temp  file  final  sort  result  feed  next  procedure  finalsort  get  row  order  convert  row  carbondata  columnar  format  page  produce  write  bundle  page  file  write  corresponding  index  file  consume  step1step3  done  concurrently  using  multithread  step4  done  using  one  thread  step5  done  using  multithread  step4  bottleneck  among  procedure  observing  data  loading  performance  see  cpu  usage  step3  low  â  enhance  data  loading  performance  parallelizing  step4  â  user  specify  range  bound  sort  column  carbondata  internally  distributes  record  different  range  process  data  concurrently  different  range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,refactor  query  scan  process  improve  readability,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1
77,presto  integration  code  refactoring  presto  integration  code  refactoring  remove  unnecessary  class  improve  performance,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
78,remove  carbonspark  dependency  sdk  module  storesdk  module  depend  carbonspark  module,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
79,restructure  partition  folder  per  standard  hive  folder,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
80,stream  sometime  carbontable  null  executor  side,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,access  tablestatus  file  many  time  query  problem  currently  carbondata  single  query  access  tablestatus  file  7  time  definitely  slow  query  performance  especially  file  remote  cluster  since  reading  file  purely  client  side  operation  â  â  step  reproduce  1  add  logger  atomicfileoperationsimplopenforread  printout  file  name  read  2  run  query  carbondata  table  ran  testloaddatageneraltesttest  data  loading  csv  file  without  extension  name  3  observe  output  log  search  keyword  tablestatusâ  â  â,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,add  path  table  path  store  lock  file  delete  useless  segment  lock  file  loading  pr1984httpsgithubcomapachecarbondatapull1984  merged  doesnt  delete  lock  file  unlock  many  useless  lock  file  table  path  especially  segment  lock  file  grow  every  batch  loading  solution  1  add  child  path  table  path  called  lock  lock  file  stored  path  2  loading  get  useless  segment  lock  file  delete  segment  lock  file  grow  lock  file  dosent  grow,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,optimization  unsafe  sort  data  loading  inspired  batchsort  enough  memory  localsort  unsafe  property  hold  row  page  memory  possible  spill  page  disk  sort  temp  file  memory  unavailable  spilling  page  inmemory  merge  sort  page  time  request  unsafe  row  page  memory  unavailable  trigger  merge  sort  inmemory  page  spill  result  disk  sort  temp  file  incoming  page  held  memory  instead  spilling  disk  directly  implementation  data  size  spilling  bigger  benefit  disk  io,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
84,support  write  jsonavro  data  carbon  file  sdk  user  able  write  json  avro  data  carbon  file,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
85,collect  sql  execution  information  driver  side,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,support  sdk  api  read  schema  data  file  schema  file,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
87,save  datamaps  system  folder  warehouse  problem  currently  datamap  schema  saved  inside  main  table  schema  approach  cannot  satisfy  datamap  belongs  one  table  suppose  need  create  datamap  joining  2  table  cannot  keep  datamap  schema  one  table  also  accessing  datamaps  required  read  main  table  schema  every  time  well  optimized  need  create  multiple  datamaps  table  datamaps  need  store  schema  table  size  main  table  schema  grows  impact  performance  solution  make  datamap  schema  independent  main  table  schema  store  schema  underâ  systemfolder  location  location  configurable  using  carbon  propertyâ  carbonsystemfolderlocationâ  default  store  store  location  created  datamap  schema  json  format  better  readability  interface  store  database  madeâ  table  tablenameâ  datamap  ddl  optional  user  createdrop  show  datamaps  withoutâ  tableâ  option,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
88,enhance  compaction  performance  enabling  prefetch  compaction  carbondata  query  segment  retrieve  rowï¼œ  sort  row  produce  final  carbondata  file  currently  find  poor  performance  retrieving  row  adding  prefetch  row  surely  improve  compaction  performance  local  test  compacting  4â  segment  100  thousand  row  cost  30  prefetch  50  without  prefetch  test  larger  cluster  compacting  6  segment  18gb  raw  data  cost  45min  prefetch  57min  without  prefetch,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,refactored  code  improve  distributable  interface,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1
90,distributed  search  mode  using  grpc  user  give  sql  statement  includes  projection  filter  use  rpc  call  distributed  scan  carbon  file  directly  instead  using  rdd  query  mode  rdd  overhead  like  rdd  construction  dag  scheduling  avoided,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
91,page  level  uncompress  query  performance  improvement  unsafe  dictionary  page  level  decoder  query  add  page  level  demand  decoding  current  code  page  blocklet  getting  uncompressed  memory  footprint  high  causing  oom  added  code  support  page  level  decoding  one  page  decoding  record  processed  next  page  data  decoded  improve  query  performance  example  limit  query  unsafe  dictionaryunsafe  variable  length  optimized  getrowfor  vector  processing  putarray  method,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,add  cache  datamap  schema  provider  avoid  io  read  add  cache  datamap  schema  provider  avoid  io  read  â,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,add  queryexecutor  searchmode  rowbased  carbonrecordreader,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
94,add  profiler  output  explain  command  information  give  explain  command  show  effeteness  datamap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,add  cg  prune  fg  prune  cg  prune  fg  prune  pass  pruned  segment  indexfiles  fg  datamap  pruning,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,improve  lucene  datamap  performance  eliminating  blockid  writing  reading  index  currently  datamap  interface  implementation  use  blockid  blockletid  writing  index  file  actually  blockid  needed  store  index  file  requires  blockletid  add  memory  disk  size  write  index  file,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,support  visibleinvisible  datamap  performance  tuning  invisible  datamap  used  query  used  verify  whether  remove  datamap  future  â  feature  similar  invisible  indexed  mysql  httpsdevmysqlcomdocrefman80eninvisibleindexeshtml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,search  mode  support  lucene  datamap  carbon  doesns  support  codejava  180423  061214  error  carbonsession  exception  executing  search  mode  error  resolving  filter  expression  fallback  sparksql  180423  061214  error  carbonsession  exception  executing  search  mode  error  resolving  filter  expression  fallback  sparksql  code  carbon  support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,datamap  support  refresh  command  currently  lucenedatamap  support  refresh  command  user  create  bloomfilter  datamap  trigger  refresh  datamap  ignoring  command  make  datamap  usage  lot  confusion,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
100,index  datamap  support  immediate  load  deferred  load  creating  datamap  preaggregate  timeseries  datamap  carbon  loading  datamap  soon  user  creates  lucene  bloomfilter  behavior  aligned  otherwise  user  confused  better  option  creating  datamap  let  user  choose  whether  load  datamap  immediately  deferred  manually  refresh  later,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
101,support  flat  folder  structure  carbon  1  flat  folder  make  carbondata  file  store  flat  table  path  2  controlled  table  property  flatfolder  default  false  3  cannot  hybrid  user  cannot  change  property  table  created  4  segment  file  created  loadingand  segment  file  created  metadata  folder  table  path  5  segment  number  added  part  carbondata  index  file  6  datamap  file  create  directly  table  path  tablepathdmnamesegmentnumbertasknamedm  iud  support  list  file  iud  may  hit  performance  compaction  support  delete  segment  impact  clean  file  impact  alter  table  impact  pre  agg  property  need  inherited  child  also  support  flat  folder  structure  partition  impact  feature  already  flat  folder  structure  streaming  handoff  support  flat  folder  structure  streaming  segment  location  change  â,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
102,support  flat  folder  structure  carbon,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
103,remove  unnecessary  tableprovider  interface,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104,support  cache  bloom  datamap  currently  query  using  bloom  filter  datamap  slow  root  cause  loading  bloom  filter  index  cost  much  time  implement  driver  side  cache  accelerate  loading  index  procedure,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,improve  lucene  datamap  size  performnace  improved  lucene  datamap  size  performance  using  following  parameter  new  dm  property  flushcache  size  cache  maintain  lucene  writer  specified  try  aggregate  unique  data  till  cache  limit  flush  lucene  best  suitable  low  cardinality  dimension  splitblocklet  made  true  store  data  blocklet  wise  lucene  mean  new  folder  created  blocklet  thus  eliminates  storing  blockletid  lucene  also  make  lucene  small  chunk  data,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,chnage  bloom  implementation  hadoop  better  performance  compression  current  implementation  bloom  give  better  performance  compression  also  add  new  guava  dependency  carbon  remove  guava  dependency  add  hadoopâ  bloom,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,order  different  write  read  data  type  schema  sdk  order  different  write  read  data  type  schema  sdk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
